,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
784,1654734115,26.75,54.99,23,400,12948,19882,939.779,0.22,0.23,1.51,0.236,0.005,784,0
785,1654734116,26.753,55.27,27,400,12943,19872,939.774,0.22,0.23,1.5,0.233,0.005,785,0
786,1654734117,26.756,55.57,10,400,12950,19881,939.774,0.21,0.22,1.43,0.222,0.005,786,0
787,1654734118,26.759,55.84,13,400,12945,19875,939.773,0.2,0.21,1.38,0.215,0.005,787,0
788,1654734119,26.762,56.02,10,400,12955,19882,939.776,0.19,0.19,1.27,0.199,0.004,788,0
789,1654734120,26.765,56.2,14,400,12951,19882,939.791,0.18,0.18,1.22,0.19,0.004,789,0
790,1654734121,26.768,56.37,10,400,12954,19893,939.79,0.16,0.17,1.1,0.171,0.004,790,0
791,1654734122,26.771,56.53,8,400,12949,19883,939.804,0.15,0.16,1.04,0.162,0.004,791,0
792,1654734123,26.774,56.67,6,400,12960,19890,939.794,0.13,0.14,0.93,0.144,0.003,792,0
793,1654734124,26.777,56.81,12,400,12951,19881,939.792,0.13,0.14,0.92,0.144,0.003,793,0
794,1654734125,26.78,56.92,15,400,12953,19885,939.799,0.13,0.13,0.89,0.139,0.003,794,0
795,1654734126,26.783,57.06,8,400,12957,19889,939.789,0.13,0.14,0.92,0.143,0.003,795,0
796,1654734127,26.786,57.22,8,400,12959,19897,939.788,0.13,0.14,0.92,0.143,0.003,796,0
797,1654734128,26.788,57.36,0,400,12956,19898,939.784,0.14,0.14,0.95,0.149,0.003,797,0
798,1654734129,26.791,57.45,10,400,12957,19886,939.786,0.14,0.15,0.98,0.153,0.003,798,0
799,1654734130,26.794,57.53,11,400,12957,19896,939.784,0.14,0.15,0.97,0.152,0.003,799,0
800,1654734131,26.797,57.6,9,400,12954,19895,939.793,0.16,0.16,1.08,0.169,0.004,800,0
801,1654734132,26.8,57.67,8,400,12955,19893,939.792,0.16,0.17,1.13,0.176,0.004,801,0
802,1654734133,26.803,57.86,0,400,12978,19913,939.792,0.17,0.18,1.16,0.181,0.004,802,0
803,1654734134,26.805,57.57,0,400,12985,19920,939.793,0.17,0.18,1.16,0.181,0.004,803,0
804,1654734135,26.808,56.93,0,400,12983,19926,939.793,0.17,0.18,1.17,0.183,0.004,804,0
805,1654734136,26.811,56.19,0,400,12980,19923,939.795,0.17,0.18,1.18,0.185,0.004,805,0
806,1654734137,26.814,55.5,0,400,12975,19918,939.794,0.17,0.18,1.17,0.182,0.004,806,0
807,1654734138,26.817,54.88,0,400,12978,19924,939.789,0.17,0.17,1.14,0.178,0.004,807,0
808,1654734139,26.819,54.28,0,400,12977,19914,939.783,0.16,0.16,1.08,0.168,0.004,808,0
809,1654734140,26.822,53.84,0,400,12977,19914,939.78,0.15,0.16,1.04,0.162,0.004,809,0
810,1654734141,26.825,53.4,0,400,12979,19915,939.797,0.15,0.15,1.0,0.156,0.004,810,0
811,1654734142,26.827,53.0,0,400,12981,19921,939.808,0.14,0.15,1.0,0.156,0.004,811,0
812,1654734143,26.83,52.69,1,400,12971,19908,939.806,0.15,0.16,1.05,0.164,0.004,812,0
813,1654734144,26.833,52.38,0,400,12974,19900,939.811,0.15,0.16,1.06,0.165,0.004,813,0
814,1654734145,26.836,52.12,0,400,12981,19909,939.8,0.15,0.16,1.05,0.164,0.004,814,0
815,1654734146,26.838,51.85,6,400,12967,19900,939.806,0.15,0.15,1.02,0.158,0.004,815,0
816,1654734147,26.841,51.69,7,400,12974,19903,939.798,0.14,0.15,0.99,0.154,0.003,816,0
817,1654734148,26.843,51.54,10,400,12974,19906,939.804,0.13,0.14,0.92,0.143,0.003,817,0
818,1654734149,26.846,51.33,0,400,12975,19910,939.799,0.13,0.13,0.88,0.137,0.003,818,0
819,1654734150,26.849,51.21,0,400,12977,19908,939.788,0.12,0.12,0.8,0.124,0.003,819,0
820,1654734151,26.851,51.08,0,400,12981,19922,939.791,0.11,0.11,0.76,0.118,0.003,820,0
821,1654734152,26.854,50.96,0,400,12983,19911,939.798,0.1,0.1,0.68,0.105,0.002,821,0
822,1654734153,26.856,50.84,0,400,12977,19909,939.791,0.09,0.1,0.64,0.099,0.002,822,0
823,1654734154,26.859,50.74,0,400,12978,19913,939.786,0.08,0.08,0.56,0.087,0.002,823,0
824,1654734155,26.861,50.62,8,400,12972,19902,939.778,0.08,0.09,0.58,0.09,0.002,824,0
825,1654734156,26.864,50.59,5,400,12975,19908,939.788,0.1,0.1,0.67,0.105,0.002,825,0
826,1654734157,26.867,50.48,7,400,12979,19911,939.783,0.1,0.11,0.7,0.109,0.002,826,0
827,1654734158,26.869,50.34,5,400,12980,19920,939.767,0.1,0.11,0.72,0.112,0.003,827,0
828,1654734159,26.871,50.26,7,400,12981,19907,939.764,0.1,0.11,0.71,0.11,0.002,828,0
829,1654734160,26.874,50.2,6,400,12980,19910,939.774,0.11,0.12,0.76,0.119,0.003,829,0
830,1654734161,26.876,50.18,7,400,12975,19906,939.783,0.11,0.12,0.77,0.12,0.003,830,0
831,1654734162,26.879,49.97,12,400,12969,19897,939.779,0.12,0.13,0.86,0.134,0.003,831,0
832,1654734163,26.881,50.3,34,400,12960,19882,939.786,0.13,0.13,0.88,0.136,0.003,832,0
833,1654734164,26.884,50.91,33,400,12956,19888,939.788,0.14,0.15,0.97,0.151,0.003,833,0
834,1654734165,26.886,51.51,27,400,12961,19881,939.793,0.14,0.15,0.99,0.154,0.003,834,0
835,1654734166,26.889,52.14,28,400,12962,19879,939.788,0.16,0.16,1.08,0.169,0.004,835,0
836,1654734167,26.891,52.67,26,400,12965,19885,939.775,0.16,0.17,1.1,0.172,0.004,836,0
837,1654734168,26.893,53.2,23,400,12964,19888,939.774,0.17,0.18,1.19,0.186,0.004,837,0
838,1654734169,26.896,53.67,28,400,12968,19892,939.774,0.18,0.18,1.2,0.188,0.004,838,0
839,1654734170,26.898,54.11,14,400,12973,19906,939.778,0.17,0.18,1.19,0.186,0.004,839,0
840,1654734171,26.9,54.51,16,400,12969,19900,939.767,0.17,0.18,1.17,0.183,0.004,840,0
841,1654734172,26.903,54.8,15,400,12973,19899,939.776,0.16,0.17,1.11,0.172,0.004,841,0
842,1654734173,26.905,55.13,20,400,12966,19889,939.778,0.17,0.18,1.17,0.182,0.004,842,0
843,1654734174,26.907,55.4,9,400,12977,19906,939.784,0.18,0.19,1.23,0.191,0.004,843,0
844,1654734175,26.91,55.6,10,400,12975,19904,939.796,0.19,0.19,1.28,0.2,0.005,844,0
845,1654734176,26.912,55.88,12,400,12974,19900,939.784,0.19,0.2,1.31,0.205,0.005,845,0
846,1654734177,26.914,56.11,4,400,12977,19905,939.776,0.2,0.21,1.37,0.214,0.005,846,0
847,1654734178,26.916,56.26,8,400,12976,19904,939.773,0.21,0.22,1.45,0.226,0.005,847,0
848,1654734179,26.919,56.42,3,400,12976,19906,939.762,0.22,0.23,1.52,0.237,0.005,848,0
849,1654734180,26.921,56.56,13,400,12981,19908,939.769,0.23,0.24,1.57,0.245,0.006,849,0
850,1654734181,26.923,56.71,14,400,12973,19893,939.771,0.27,0.28,1.84,0.288,0.006,850,0
851,1654734182,26.925,56.87,12,400,12972,19899,939.766,0.28,0.29,1.94,0.302,0.007,851,0
852,1654734183,26.927,56.95,9,400,12977,19900,939.766,0.3,0.31,2.07,0.323,0.007,852,0
853,1654734184,26.93,57.07,0,400,12981,19909,939.768,0.31,0.33,2.17,0.338,0.008,853,0
854,1654734185,26.932,57.15,13,400,12979,19906,939.769,0.33,0.35,2.29,0.358,0.008,854,0
855,1654734186,26.934,57.27,1,400,12983,19906,939.767,0.34,0.35,2.33,0.363,0.008,855,0
856,1654734187,26.936,57.35,14,400,12979,19901,939.764,0.34,0.35,2.32,0.361,0.008,856,0
857,1654734188,26.938,57.44,14,400,12980,19904,939.766,0.33,0.34,2.28,0.355,0.008,857,0
858,1654734189,26.94,57.51,10,400,12979,19905,939.755,0.33,0.34,2.25,0.351,0.008,858,0
859,1654734190,26.942,57.83,0,400,13000,19934,939.76,0.36,0.38,2.5,0.389,0.009,859,0
860,1654734191,26.945,57.5,0,400,13006,19932,939.754,0.37,0.39,2.57,0.4,0.009,860,0
861,1654734192,26.947,56.85,0,400,13007,19942,939.746,0.38,0.4,2.65,0.413,0.009,861,0
862,1654734193,26.949,55.53,0,400,13006,19936,939.756,0.38,0.4,2.65,0.413,0.009,862,0
863,1654734194,26.951,54.87,0,400,13005,19925,939.754,0.37,0.38,2.55,0.398,0.009,863,0
864,1654734195,26.953,54.29,0,400,12996,19925,939.745,0.36,0.37,2.48,0.386,0.009,864,0
865,1654734196,26.955,53.4,0,400,13003,19934,939.746,0.36,0.37,2.46,0.383,0.009,865,0
866,1654734197,26.957,53.03,0,400,13001,19926,939.742,0.34,0.35,2.34,0.365,0.008,866,0
867,1654734198,26.959,52.67,2,400,12998,19931,939.738,0.33,0.34,2.26,0.353,0.008,867,0
868,1654734199,26.961,52.32,0,400,12995,19936,939.742,0.3,0.32,2.09,0.326,0.007,868,0
869,1654734200,26.963,52.06,1,400,12997,19927,939.739,0.3,0.31,2.04,0.319,0.007,869,0
870,1654734201,26.965,51.85,3,400,12995,19926,939.748,0.28,0.29,1.93,0.3,0.007,870,0
871,1654734202,26.967,51.65,4,400,12995,19925,939.719,0.27,0.28,1.85,0.289,0.007,871,0
872,1654734203,26.969,51.43,7,400,12991,19918,939.711,0.26,0.27,1.78,0.277,0.006,872,0
873,1654734204,26.971,51.31,1,400,12993,19918,939.713,0.23,0.24,1.62,0.252,0.006,873,0
874,1654734205,26.972,51.14,0,400,12994,19914,939.72,0.22,0.23,1.53,0.239,0.005,874,0
875,1654734206,26.974,51.01,1,400,13001,19923,939.729,0.2,0.21,1.37,0.214,0.005,875,0
876,1654734207,26.976,50.86,4,400,12993,19916,939.745,0.19,0.19,1.29,0.201,0.005,876,0
877,1654734208,26.978,50.76,0,400,13000,19927,939.75,0.17,0.17,1.14,0.178,0.004,877,0
878,1654734209,26.98,50.62,0,400,12999,19917,939.755,0.16,0.17,1.12,0.174,0.004,878,0
879,1654734210,26.982,50.52,0,400,12998,19919,939.746,0.15,0.16,1.06,0.165,0.004,879,0
880,1654734211,26.984,50.46,12,400,12995,19914,939.748,0.15,0.15,1.02,0.159,0.004,880,0
881,1654734212,26.985,50.39,8,400,13002,19916,939.752,0.14,0.15,0.99,0.154,0.003,881,0
882,1654734213,26.987,50.33,7,400,12994,19916,939.755,0.14,0.15,0.98,0.153,0.003,882,0
883,1654734214,26.989,50.25,11,400,12997,19912,939.761,0.14,0.14,0.95,0.148,0.003,883,0
884,1654734215,26.991,50.17,4,400,13002,19919,939.766,0.13,0.14,0.93,0.144,0.003,884,0
885,1654734216,26.993,50.13,9,400,13002,19912,939.763,0.14,0.14,0.95,0.149,0.003,885,0
886,1654734217,26.994,50.06,4,400,13002,19920,939.77,0.14,0.14,0.95,0.148,0.003,886,0
887,1654734218,26.996,49.9,26,400,12978,19893,939.76,0.15,0.15,1.01,0.158,0.004,887,0
888,1654734219,26.998,50.16,43,400,12978,19888,939.748,0.15,0.15,1.02,0.159,0.004,888,0
889,1654734220,27.0,50.78,26,400,12984,19894,939.76,0.15,0.15,1.0,0.156,0.004,889,0
890,1654734221,27.001,51.42,26,400,12980,19900,939.765,0.14,0.15,0.98,0.153,0.003,890,0
891,1654734222,27.003,51.98,32,400,12977,19894,939.756,0.15,0.15,1.01,0.158,0.004,891,0
892,1654734223,27.005,52.58,27,400,12993,19906,939.756,0.15,0.15,1.01,0.158,0.004,892,0
893,1654734224,27.006,53.13,29,400,12986,19896,939.748,0.15,0.16,1.05,0.164,0.004,893,0
894,1654734225,27.008,53.59,16,400,12994,19905,939.748,0.16,0.16,1.08,0.168,0.004,894,0
895,1654734226,27.01,53.99,24,400,12989,19907,939.762,0.16,0.16,1.07,0.167,0.004,895,0
896,1654734227,27.011,54.39,28,400,12989,19902,939.771,0.15,0.16,1.03,0.161,0.004,896,0
897,1654734228,27.013,54.68,26,400,12988,19904,939.773,0.15,0.16,1.06,0.165,0.004,897,0
898,1654734229,27.015,55.0,18,400,12986,19906,939.755,0.15,0.16,1.06,0.165,0.004,898,0
899,1654734230,27.016,55.28,26,400,12991,19902,939.764,0.15,0.16,1.04,0.163,0.004,899,0
900,1654734231,27.018,55.48,7,400,12999,19917,939.765,0.15,0.16,1.05,0.163,0.004,900,0
901,1654734232,27.019,55.78,11,400,12999,19916,939.761,0.16,0.17,1.1,0.172,0.004,901,0
902,1654734233,27.021,55.95,10,400,13003,19919,939.756,0.17,0.18,1.16,0.181,0.004,902,0
903,1654734234,27.023,56.16,3,400,12998,19915,939.762,0.17,0.18,1.16,0.181,0.004,903,0
904,1654734235,27.024,56.29,15,400,12994,19909,939.767,0.18,0.19,1.23,0.191,0.004,904,0
905,1654734236,27.026,56.44,4,400,13002,19915,939.764,0.18,0.19,1.23,0.192,0.004,905,0
906,1654734237,27.027,56.56,9,400,12998,19920,939.773,0.18,0.18,1.21,0.188,0.004,906,0
907,1654734238,27.029,56.84,17,400,13000,19901,939.779,0.15,0.16,1.06,0.166,0.004,907,0
908,1654734239,27.03,56.97,11,400,12998,19912,939.78,0.15,0.15,1.02,0.159,0.004,908,0
909,1654734240,27.032,57.11,4,400,13000,19921,939.77,0.13,0.14,0.93,0.145,0.003,909,0
910,1654734241,27.033,57.22,10,400,12999,19914,939.763,0.13,0.14,0.92,0.144,0.003,910,0
911,1654734242,27.035,57.28,9,400,13000,19913,939.761,0.14,0.14,0.94,0.146,0.003,911,0
912,1654734243,27.036,57.4,5,400,12996,19911,939.752,0.14,0.14,0.95,0.148,0.003,912,0
913,1654734244,27.038,57.41,15,400,13000,19911,939.75,0.14,0.14,0.95,0.148,0.003,913,0
914,1654734245,27.039,57.65,0,400,13017,19941,939.753,0.14,0.14,0.93,0.145,0.003,914,0
915,1654734246,27.04,57.34,0,400,13034,19958,939.75,0.13,0.13,0.88,0.138,0.003,915,0
916,1654734247,27.042,56.64,0,400,13026,19950,939.765,0.12,0.13,0.85,0.133,0.003,916,0
917,1654734248,27.043,55.86,0,400,13019,19946,939.765,0.11,0.12,0.78,0.122,0.003,917,0
918,1654734249,27.045,55.21,0,400,13015,19939,939.768,0.11,0.11,0.75,0.117,0.003,918,0
919,1654734250,27.046,54.57,0,400,13018,19943,939.761,0.1,0.1,0.67,0.105,0.002,919,0
920,1654734251,27.047,54.0,0,400,13015,19944,939.759,0.1,0.1,0.69,0.107,0.002,920,0
921,1654734252,27.049,53.5,0,400,13020,19941,939.765,0.21,0.22,1.48,0.231,0.005,921,0
922,1654734253,27.05,53.1,0,400,13021,19937,939.757,0.27,0.28,1.83,0.286,0.006,922,0
923,1654734254,27.051,52.72,10,400,13011,19924,939.752,0.3,0.31,2.07,0.323,0.007,923,0
924,1654734255,27.053,52.36,3,400,13020,19934,939.751,0.3,0.32,2.09,0.326,0.007,924,0
925,1654734256,27.054,52.07,0,400,13015,19930,939.746,0.3,0.31,2.05,0.32,0.007,925,0
926,1654734257,27.055,51.82,0,400,13022,19939,939.748,0.29,0.3,2.01,0.313,0.007,926,0
927,1654734258,27.056,51.59,0,400,13017,19930,939.761,0.27,0.29,1.89,0.295,0.007,927,0
928,1654734259,27.058,51.39,3,400,13020,19934,939.757,0.26,0.27,1.82,0.284,0.006,928,0
929,1654734260,27.059,51.24,0,400,13019,19934,939.754,0.25,0.26,1.74,0.272,0.006,929,0
930,1654734261,27.06,51.05,3,400,13006,19926,939.749,0.23,0.24,1.58,0.247,0.006,930,0
931,1654734262,27.061,50.9,7,400,13007,19922,939.749,0.22,0.23,1.5,0.234,0.005,931,0
932,1654734263,27.063,50.65,0,400,13024,19932,939.753,0.18,0.19,1.26,0.197,0.004,932,0
933,1654734264,27.064,50.53,0,400,13015,19933,939.755,0.16,0.17,1.11,0.174,0.004,933,0
934,1654734265,27.065,50.46,8,400,13009,19932,939.751,0.15,0.16,1.04,0.163,0.004,934,0
935,1654734266,27.066,50.35,1,400,13012,19930,939.759,0.14,0.15,0.96,0.15,0.003,935,0
936,1654734267,27.067,50.26,2,400,13022,19938,939.763,0.19,0.2,1.33,0.208,0.005,936,0
937,1654734268,27.068,50.17,5,400,13015,19926,939.764,0.25,0.26,1.73,0.27,0.006,937,0
938,1654734269,27.07,50.1,0,400,13019,19949,939.759,0.28,0.29,1.91,0.298,0.007,938,0
939,1654734270,27.071,50.03,8,400,13015,19926,939.755,0.3,0.31,2.09,0.325,0.007,939,0
940,1654734271,27.072,49.97,7,400,13013,19925,939.755,0.31,0.32,2.12,0.33,0.007,940,0
941,1654734272,27.073,49.92,2,400,13017,19933,939.745,0.31,0.32,2.12,0.331,0.007,941,0
942,1654734273,27.074,49.89,11,400,13018,19929,939.745,0.3,0.31,2.07,0.322,0.007,942,0
943,1654734274,27.075,49.66,27,400,12999,19908,939.754,0.29,0.3,2.02,0.315,0.007,943,0
944,1654734275,27.076,49.97,33,400,12999,19906,939.749,0.27,0.29,1.89,0.295,0.007,944,0
945,1654734276,27.077,50.61,38,400,12991,19892,939.74,0.26,0.27,1.81,0.283,0.006,945,0
946,1654734277,27.078,51.28,31,400,12997,19906,939.746,0.24,0.25,1.66,0.258,0.006,946,0
947,1654734278,27.079,51.87,37,400,12996,19899,939.746,0.23,0.24,1.57,0.245,0.006,947,0
948,1654734279,27.08,52.47,24,400,12993,19909,939.742,0.21,0.22,1.46,0.228,0.005,948,0
949,1654734280,27.081,52.96,31,400,13006,19907,939.745,0.21,0.21,1.42,0.222,0.005,949,0
950,1654734281,27.082,53.43,25,400,13005,19914,939.75,0.19,0.2,1.32,0.207,0.005,950,0
951,1654734282,27.083,54.17,21,400,13003,19907,939.764,0.17,0.17,1.15,0.18,0.004,951,0
952,1654734283,27.084,54.52,18,400,13008,19911,939.762,0.17,0.17,1.15,0.179,0.004,952,0
953,1654734284,27.085,54.82,19,400,13009,19911,939.756,0.16,0.17,1.13,0.176,0.004,953,0
954,1654734285,27.086,55.07,13,400,13014,19919,939.741,0.17,0.18,1.16,0.181,0.004,954,0
955,1654734286,27.087,55.54,14,400,13015,19923,939.742,0.16,0.17,1.12,0.175,0.004,955,0
956,1654734287,27.088,55.75,17,400,13010,19924,939.741,0.16,0.16,1.09,0.17,0.004,956,0
957,1654734288,27.089,55.94,19,400,13010,19919,939.742,0.15,0.15,1.02,0.158,0.004,957,0
958,1654734289,27.09,56.08,18,400,13012,19914,939.739,0.14,0.15,0.97,0.152,0.003,958,0
959,1654734290,27.091,56.23,18,400,13013,19919,939.735,0.13,0.13,0.89,0.138,0.003,959,0
960,1654734291,27.091,56.38,14,400,13009,19923,939.744,0.12,0.13,0.84,0.131,0.003,960,0
961,1654734292,27.092,56.51,16,400,13011,19922,939.749,0.13,0.13,0.89,0.139,0.003,961,0
962,1654734293,27.093,56.59,20,400,13013,19922,939.753,0.13,0.14,0.92,0.144,0.003,962,0
963,1654734294,27.094,56.72,13,400,13015,19929,939.758,0.14,0.14,0.94,0.147,0.003,963,0
964,1654734295,27.095,56.82,7,400,13018,19924,939.761,0.14,0.14,0.93,0.145,0.003,964,0
965,1654734296,27.096,56.92,20,400,13013,19925,939.754,0.14,0.15,0.97,0.151,0.003,965,0
966,1654734297,27.096,57.02,21,400,13012,19925,939.745,0.14,0.15,0.99,0.155,0.003,966,0
967,1654734298,27.097,57.13,13,400,13021,19927,939.74,0.14,0.15,0.99,0.154,0.003,967,0
968,1654734299,27.098,57.18,9,400,13016,19923,939.746,0.14,0.14,0.95,0.149,0.003,968,0
969,1654734300,27.099,57.23,16,400,13016,19922,939.748,0.13,0.14,0.93,0.144,0.003,969,0
970,1654734301,27.1,57.31,7,400,13018,19916,939.742,0.13,0.13,0.86,0.134,0.003,970,0
971,1654734302,27.1,57.52,0,400,13034,19948,939.754,0.12,0.12,0.83,0.129,0.003,971,0
972,1654734303,27.101,57.17,0,400,13038,19951,939.755,0.12,0.12,0.8,0.125,0.003,972,0
973,1654734304,27.102,56.53,0,400,13039,19953,939.762,0.12,0.12,0.8,0.125,0.003,973,0
974,1654734305,27.102,55.78,0,400,13047,19956,939.768,0.12,0.13,0.83,0.13,0.003,974,0
975,1654734306,27.103,55.05,0,400,13036,19952,939.771,0.12,0.13,0.86,0.134,0.003,975,0
976,1654734307,27.104,54.42,0,400,13035,19940,939.754,0.13,0.13,0.87,0.135,0.003,976,0
977,1654734308,27.104,53.85,0,400,13034,19932,939.751,0.12,0.13,0.86,0.134,0.003,977,0
978,1654734309,27.105,53.41,0,400,13038,19943,939.75,0.13,0.14,0.91,0.142,0.003,978,0
979,1654734310,27.106,52.96,0,400,13038,19957,939.768,0.14,0.15,0.97,0.151,0.003,979,0
980,1654734311,27.106,52.59,3,400,13030,19946,939.756,0.15,0.15,1.03,0.16,0.004,980,0
981,1654734312,27.107,52.27,0,400,13033,19952,939.745,0.15,0.16,1.03,0.161,0.004,981,0
982,1654734313,27.108,51.97,5,400,13030,19946,939.749,0.15,0.15,1.01,0.158,0.004,982,0
983,1654734314,27.108,51.73,12,400,13024,19933,939.766,0.14,0.15,0.99,0.154,0.003,983,0
984,1654734315,27.109,51.47,6,400,13029,19940,939.763,0.13,0.14,0.93,0.145,0.003,984,0
985,1654734316,27.109,51.28,5,400,13031,19945,939.756,0.14,0.14,0.94,0.147,0.003,985,0
986,1654734317,27.11,51.12,0,400,13037,19948,939.752,0.15,0.15,1.0,0.156,0.004,986,0
987,1654734318,27.111,50.95,0,400,13032,19942,939.752,0.15,0.16,1.05,0.164,0.004,987,0
988,1654734319,27.111,50.8,16,400,13032,19942,939.746,0.15,0.16,1.05,0.164,0.004,988,0
989,1654734320,27.112,50.69,3,400,13029,19938,939.743,0.16,0.16,1.08,0.168,0.004,989,0
990,1654734321,27.112,50.54,3,400,13033,19944,939.744,0.16,0.17,1.1,0.171,0.004,990,0
991,1654734322,27.113,50.43,10,400,13035,19938,939.746,0.16,0.16,1.09,0.17,0.004,991,0
992,1654734323,27.113,50.34,0,400,13031,19940,939.736,0.16,0.16,1.07,0.167,0.004,992,0
993,1654734324,27.114,50.25,10,400,13030,19945,939.733,0.16,0.16,1.07,0.167,0.004,993,0
994,1654734325,27.114,50.18,0,400,13025,19930,939.734,0.16,0.17,1.12,0.175,0.004,994,0
995,1654734326,27.115,50.07,15,400,13028,19935,939.738,0.17,0.18,1.18,0.183,0.004,995,0
996,1654734327,27.115,50.04,12,400,13030,19940,939.742,0.17,0.18,1.18,0.184,0.004,996,0
997,1654734328,27.115,49.93,0,400,13033,19944,939.746,0.19,0.19,1.29,0.201,0.005,997,0
998,1654734329,27.116,49.9,7,400,13034,19943,939.735,0.19,0.2,1.33,0.208,0.005,998,0
